,molecule_chembl_id,IC50,units,smiles,pIC50
134,CHEMBL3960384,0.35,nM,CC(C)(O)c1ccc2c(c1)[nH]c1c(C(N)=O)cc(Cl)c(-c3cccc(-n4c(=O)[nH]c5c(F)cccc5c4=O)c3Cl)c12,9.455931955649724
135,CHEMBL3652655,0.36,nM,CC(C)(C)c1cc(F)c2c(=O)n(-c3cccc(-n4cc(C(N)=O)c(Nc5ccccn5)n4)c3CO)ncc2c1,9.443697499232712
136,CHEMBL4761778,0.36,nM,COCCC(=O)N1C[C@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CC[C@@H]1C,9.443697499232712
137,CHEMBL3913116,0.36,nM,C=CC(=O)N1CCc2[nH]c3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn3c2CC1,9.443697499232712
138,CHEMBL4744308,0.37,nM,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C#N)ccn5)cc4F)c4c(N)nccn34)C2)COC1,9.431798275933005
139,CHEMBL3972744,0.38,nM,C=CC(=O)N1CC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5C#N)cc4)nn32)C1,9.42021640338319
140,CHEMBL3960617,0.38,nM,C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(F)c(C)c3)nn21,9.42021640338319
141,CHEMBL3903010,0.39,nM,C[C@@H]1OC(=O)N2C[C@H](c3nc(-c4ccc(C(=O)Nc5cc(C6CC6)ccn5)cc4F)c4c(N)nccn34)CC[C@@H]12,9.4089353929735
142,CHEMBL4756476,0.39,nM,O=C(c1ccc(Oc2ccccc2)cc1Cl)c1c[nH]c2ncnc(N[C@@H]3CC[C@@H](CO)OC3)c12,9.4089353929735
143,CHEMBL3910496,0.39,nM,C=CC(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,9.4089353929735
144,CHEMBL3652682,0.39,nM,CN(C)Cc1ccc(Nc2nn(-c3cccc(-n4ncc5cc(C(C)(C)C)ccc5c4=O)c3CO)cc2C(N)=O)nc1,9.4089353929735
145,CHEMBL4114207,0.39,nM,Nc1ncc(Cl)n2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3Cl)c12,9.4089353929735
146,CHEMBL3893465,0.4,nM,C=CC(=O)Nc1cccc(-n2cnc3cnc(Nc4ccc(OCCCN5CCOCC5)cc4)nc32)c1,9.397940008672037
147,CHEMBL4211949,0.4,nM,C=CC(=O)N[C@@H]1Cn2c(c(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1=C,9.397940008672037
148,CHEMBL3702832,0.4,nM,[C-]#[N+]/C(=C\C(C)(C)N1CCNCC1)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1,9.397940008672037
149,CHEMBL4096195,0.4,nM,CC(C)[C@@]1(C(=O)O)CC[C@@](C)(c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)C1,9.397940008672037
150,CHEMBL4111935,0.4,nM,COC(=O)c1ccnc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)cc2)c1,9.397940008672037
151,CHEMBL4089318,0.4,nM,Nc1nccn2c(C34CC(C(=O)O)(C3)C4)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,9.397940008672037
152,CHEMBL4070853,0.4,nM,CC(C)[C@H]1CC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)C[C@H]1C(=O)O,9.397940008672037
153,CHEMBL4087679,0.4,nM,Nc1nccn2c([C@@H]3CCC[C@H](C(=O)O)C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,9.397940008672037
154,CHEMBL4110390,0.4,nM,COc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc(F)c1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2c(F)cnc(N)c12,9.397940008672037
155,CHEMBL4112596,0.4,nM,C=CC(=O)Nc1ccccc1[C@H]1CCNc2c(C(N)=O)c(-c3ccc(Oc4ccccc4)cc3)nn21,9.397940008672037
156,CHEMBL281957,0.4,nM,CCN(CC)C/C=C/c1nc(O)c2c(ccc3nc(Nc4c(Cl)cccc4Cl)n(C)c32)c1C,9.397940008672037
157,CHEMBL4214532,0.4,nM,C=C1c2c(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc3n2C[C@H]1NC(=O)C#CC,9.397940008672037
158,CHEMBL3902317,0.4,nM,CN(C)C(C)(C)/C=C(\C#N)C(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21,9.397940008672037
159,CHEMBL4877846,0.4,nM,Cc1nn(C(C)C)c(C)c1-c1nc2c(-c3ccc4c(c3)CCCC[C@H]4NC(=O)c3nc(C(C)(C)C)no3)ccnc2[nH]1,9.397940008672037
160,CHEMBL4849220,0.4,nM,Cn1cc(-c2nc3c(-c4ccc(CNC(=O)c5noc(C(C)(C)C)n5)c(F)c4)ccnc3[nH]2)cn1,9.397940008672037
161,CHEMBL4865369,0.4,nM,Cn1cc(-c2nc3c(-c4ccc(CNC(=O)c5nc(C6(C)CC6)no5)c(F)c4)ccnc3[nH]2)cn1,9.397940008672037
162,CHEMBL4850235,0.4,nM,Cn1cc(-c2nc3c(-c4ccc(CNC(=O)c5nc(C(C)(C)C)no5)c(F)c4)ccnc3[nH]2)cn1,9.397940008672037
163,CHEMBL4114726,0.4,nM,CCNC(C)(C)/C=C(\C#N)C(=O)N1CCC[C@@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21,9.397940008672037
164,CHEMBL3985927,0.4,nM,[C-]#[N+]/C(=C/C(C)(C)N1CCNCC1)C(=O)N1CCC[C@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1,9.397940008672037
165,CHEMBL4746275,0.4,nM,Cc1cc(-c2ccnc(Nc3ccncc3)n2)ccc1CNC(=O)c1cnc(C(C)(C)C)s1,9.397940008672037
166,CHEMBL4796367,0.4,nM,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)N1CC(CC(C)C)C1,9.397940008672037
167,CHEMBL4787427,0.41,nM,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)c(F)c4F)c4c(N)nccn34)C2)COC1,9.387216143280265
168,CHEMBL4106497,0.41,nM,Cc1cc(-c2nc([C@@H]3CC[C@H]4CCC(=O)N4C3)n3ccnc(N)c23)ccc1C(=O)Nc1cc(C(F)(F)F)ccn1,9.387216143280265
169,CHEMBL3932965,0.41,nM,Cc1cc(C(N)=O)c2[nH]c3cc(C(C)(C)O)ccc3c2c1-c1cccc(-n2c(=O)cc3c(Cl)cccn3c2=O)c1C,9.387216143280265
170,CHEMBL4115636,0.41,nM,Cn1nc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)cc2)cc1C(F)(F)F,9.387216143280265
171,CHEMBL4110184,0.41,nM,COc1cc(C(=O)Nc2cc(C3CCC3)ccn2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2c(Cl)cnc(N)c12,9.387216143280265
172,CHEMBL4764215,0.41,nM,CCOc1ccnc(NC(=O)c2ccc(-c3nc([C@@H]4CCCN(C(=O)C5(C)COC5)C4)n4ccnc(N)c34)c(F)c2)c1,9.387216143280265
173,CHEMBL4217959,0.41,nM,C=CC(=O)N1CC[C@]2(C1)C[C@H](n1c(NC(=O)c3ccc(-c4ccnc(N)n4)s3)nc3ccccc31)C2,9.387216143280265
174,CHEMBL4743911,0.42,nM,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(OC(F)(F)Cl)ccn5)cc4F)c4c(N)nccn34)C2)COC1,9.3767507096021
175,CHEMBL4071567,0.42,nM,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(NS(=O)(=O)c4ccc(OC)cc4)cc3)ncc2Cl)c1,9.3767507096021
176,CHEMBL3914651,0.43,nM,C/C=C/C(=O)N1CCc2[nH]c3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn3c2C1,9.366531544420413
177,CHEMBL4114482,0.43,nM,C=CC(=O)N1CC([C@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)C1,9.366531544420413
178,CHEMBL3652658,0.43,nM,CC(C)(C)c1cc(F)c2c(=O)n(-c3cccc(-n4cc(C(N)=O)c(Nc5cnccn5)n4)c3CO)ncc2c1,9.366531544420413
179,CHEMBL4109975,0.44,nM,Cn1nc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4c(Cl)cnc(N)c34)c(OC3CC3)c2)cc1C(F)(F)F,9.356547323513812
180,CHEMBL3913962,0.44,nM,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)ccn(-c2ccc(F)cc2)c1=O,9.356547323513812
181,CHEMBL3985855,0.44,nM,C=CC(=O)N1CC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)c(Cl)c4)nn32)C1,9.356547323513812
182,CHEMBL3955854,0.45,nM,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)[nH]c2c(Cl)cccc2c1=O,9.346787486224656
183,CHEMBL4113154,0.45,nM,CC(C)(C(=O)O)N1CC(=O)N2C[C@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CC[C@H]2C1,9.346787486224656
184,CHEMBL4764139,0.45,nM,Cc1oncc1C(=O)N1C[C@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CC[C@@H]1C,9.346787486224656
185,CHEMBL4112398,0.45,nM,Nc1ncnc2c1c(-c1ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc1)nn2[C@@H]1CCCc2nn(CCO)cc21,9.346787486224656
186,CHEMBL4110290,0.45,nM,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)c(F)c3)c12,9.346787486224656
187,CHEMBL4108773,0.45,nM,Nc1nccn2c([C@@H]3CC[C@@H]4CC(O)C(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,9.346787486224656
188,CHEMBL4111910,0.45,nM,CCOc1cc(C(=O)Nc2ncc(C)s2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2c(Cl)cnc(N)c12,9.346787486224656
189,CHEMBL3896019,0.45,nM,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,9.346787486224656
190,CHEMBL4114033,0.46,nM,Cc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2ccnc(N)c12,9.337242168318426
191,CHEMBL3907348,0.46,nM,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)[nH]c2c(F)cccc2c1=O,9.337242168318426
192,CHEMBL4219011,0.46,nM,C=CC(=O)N1CC[C@]2(C1)C[C@H](n1c(NC(=O)c3ccc(-c4ccnc(NC)c4)s3)nc3ccccc31)C2,9.337242168318426
193,CHEMBL4111520,0.46,nM,N#C/N=C1\CC[C@@H]2CC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CN12,9.337242168318426
194,CHEMBL3923822,0.46,nM,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(F)cccn2c1=O,9.337242168318426
195,CHEMBL4759528,0.47,nM,COc1cc2nccc(Oc3ccc(C(=O)Nc4ccccn4)cc3)c2cc1NC(=O)C#CCN1CCOCC1,9.327902142064282
196,CHEMBL4111338,0.48,nM,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3OC(F)F)c12,9.318758762624412
197,CHEMBL3965549,0.48,nM,C=CC(=O)N1CC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)C1,9.318758762624412
198,CHEMBL3929217,0.48,nM,C=CC(=O)N1CC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5cccc(Cl)c5)cc4)nn32)C1,9.318758762624412
199,CHEMBL3965224,0.49,nM,Cc1c(-c2c(C#N)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,9.309803919971486
200,CHEMBL3959393,0.49,nM,C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(Cl)c(OC)c3)nn21,9.309803919971486
201,CHEMBL4741099,0.49,nM,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2cc(Cl)ccn2c1=O,9.309803919971486
202,CHEMBL4114536,0.49,nM,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@@H](C(C)(C)O)C4)cccc1-n1c(=O)[nH]c2c(F)cccc2c1=O,9.309803919971486
203,CHEMBL3900554,0.5,nM,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,9.301029995663981
204,CHEMBL4876326,0.5,nM,Cc1c(-c2nc3c(-c4ccc5c(c4)CCC[C@H]5NC(=O)c4nc(C(C)(C)C)no4)ccnc3[nH]2)cnn1C1CCOCC1,9.301029995663981
205,CHEMBL4106896,0.5,nM,COc1cc(C(=O)Nc2cc(C3CC3)ccn2)ccc1-c1nc([C@@H]2CC[C@H]3[C@@H](C)OC(=O)N3C2)n2ccnc(N)c12,9.301029995663981
206,CHEMBL4857263,0.5,nM,Cn1cc(-c2nc3c(-c4ccc(CNC(=O)c5cc(C(C)(C)C)no5)c(F)c4)ccnc3[nH]2)cn1,9.301029995663981
207,CHEMBL1873475,0.5,nM,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,9.301029995663981
208,CHEMBL4871425,0.5,nM,Cn1cc(-c2nc3c(-c4ccc(CNC(=O)c5cc6c(s5)CCCC6)c(F)c4)ccnc3[nH]2)cn1,9.301029995663981
209,CHEMBL3966494,0.5,nM,C=CC(=O)Nc1cccc(-n2cnc3cnc(Nc4ccc(N5CCN(CC)CC5)cc4)nc32)c1,9.301029995663981
210,CHEMBL4110893,0.5,nM,Nc1ncc(Cl)n2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3OC3CC3)c12,9.301029995663981
211,CHEMBL3953720,0.5,nM,C=CC(=O)Nc1cccc(-n2cnc3cnc(Nc4ccc(N5CCN(C(C)=O)C(C)C5)cc4)nc32)c1,9.301029995663981
212,CHEMBL4290540,0.5,nM,C=CC(=O)N[C@H]1CCN(c2ncc(C(N)=O)c(Nc3ccc(C(=O)N4CCOCC4)cc3)n2)C1,9.301029995663981
213,CHEMBL4059483,0.5,nM,Nc1nccn2c([C@@H]3CCC[C@H](c4n[nH]c(=O)o4)C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,9.301029995663981
214,CHEMBL4206284,0.5,nM,C=CC(=O)N[C@@H]1Cn2c(c(-c3ccc(C(=O)Nc4ccccn4)cc3)c3c(N)ncnc32)C1=C,9.301029995663981
215,CHEMBL4074674,0.5,nM,Nc1nccn2c1c(-c1ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc1)nc2[C@H]1CC[C@@H](C(=O)O)CC1,9.301029995663981
216,CHEMBL4294772,0.5,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCCN4CCN(CC)CC4)c(Cl)c3)ncc2Cl)c1,9.301029995663981
217,CHEMBL4062247,0.5,nM,Nc1nccn2c([C@@H]3CCC[C@H](c4nn[nH]n4)C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,9.301029995663981
218,CHEMBL4109100,0.51,nM,C=CC(=O)Nc1ccccc1[C@H]1CCNc2c(C(N)=O)c(-c3ccc(OCc4ccccc4)cc3)nn21,9.292429823902063
219,CHEMBL4112030,0.51,nM,COc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)ccc1-c1nc([C@@H]2CC[C@H]3CC(C)(C)C(=O)N3C2)n2ccnc(N)c12,9.292429823902063
220,CHEMBL3652663,0.51,nM,Cc1cc(Nc2nn(-c3cccc(-n4ncc5cc(C(C)(C)C)ccc5c4=O)c3CO)cc2C(N)=O)nn1C,9.292429823902063
221,CHEMBL3647968,0.52,nM,C=CS(=O)(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,9.2839966563652
222,CHEMBL4280795,0.52,nM,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)/C=C/Cl)C1,9.2839966563652
223,CHEMBL4757180,0.52,nM,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(OC6CC6)ccn5)cc4F)c4c(N)nccn34)C2)COC1,9.2839966563652
224,CHEMBL4788780,0.52,nM,C[C@H]1CC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CN1C(=O)C1(O)CCC1,9.2839966563652
225,CHEMBL4114251,0.52,nM,COc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)ccc1-c1nc([C@H]2CN3C(=O)CC[C@@H]3CO2)n2ccnc(N)c12,9.2839966563652
226,CHEMBL4107273,0.52,nM,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)c(Cl)c3)c12,9.2839966563652
227,CHEMBL4642827,0.52,nM,CC#CC(=O)N[C@H]1CCCN(c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)C1,9.2839966563652
228,CHEMBL4754459,0.52,nM,COc1cccn2c(=O)n(-c3cccc(-c4ccc(C(N)=O)c5[nH]c6cc(C(C)(C)O)ccc6c45)c3C)c(=O)cc12,9.2839966563652
229,CHEMBL4107734,0.52,nM,C=CS(=O)(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,9.2839966563652
230,CHEMBL4113933,0.52,nM,Nc1ncnc2c1c(-c1ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc1)nn2[C@@H]1CCCc2[nH]ncc21,9.2839966563652
231,CHEMBL3917828,0.53,nM,C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(C)c(OC)c3)nn21,9.275724130399212
232,CHEMBL4216529,0.53,nM,C=CC(=O)N1CC[C@]2(C1)C[C@H](n1c(NC(=O)c3ccc(-c4cnco4)s3)nc3cc(CN[C@H]4CC[C@H](O)CC4)ccc31)C2,9.275724130399212
233,CHEMBL4783242,0.53,nM,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(-n6cccn6)ccn5)cc4F)c4c(N)nccn34)C2)COC1,9.275724130399212
234,CHEMBL3952685,0.53,nM,C[C@@H]1OC(=O)N2C[C@H](c3nc(-c4ccc(C(=O)Nc5cc(C6CC6)ccn5)cc4)c4c(N)nccn34)CC[C@@H]12,9.275724130399212
235,CHEMBL4554856,0.536,nM,CC(C)N1Cc2cc(cc(F)c2Cl)O[C@@H](C)CNC(=O)c2cnn3cc1cnc23,9.27083521030723
236,CHEMBL4115042,0.54,nM,CC(F)(F)c1ccnc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)cc2F)c1,9.267606240177031
237,CHEMBL4782725,0.54,nM,CC#CC(=O)Nc1cc2c(Oc3ccc(C(=O)Nc4ccccn4)cc3)ccnc2cc1OCCN1CCOCC1,9.267606240177031
238,CHEMBL4110940,0.54,nM,CCOc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)ccc1-c1nc([C@@H]2CC[C@H]3CC(C)(C)C(=O)N3C2)n2ccnc(N)c12,9.267606240177031
239,CHEMBL4781173,0.54,nM,C[C@H]1CC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CN1C(=O)C(C)(C)CO,9.267606240177031
240,CHEMBL3967515,0.55,nM,O=C1c2c(F)cc(C3CC3)cc2OCCN1c1cc(F)cc(-c2ccnc3[nH]c(-c4ccc(CN5CCOCC5)cn4)cc23)c1CO,9.259637310505756
241,CHEMBL3928976,0.55,nM,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,9.259637310505756
242,CHEMBL4850816,0.55,nM,CNC(=O)[C@H]1Cc2c([nH]c3ccccc23)CN1C(=O)c1occc1CNc1ccc2nccnc2c1,9.259637310505756
243,CHEMBL4108221,0.55,nM,CCOc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)c(F)cc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2c(Cl)cnc(N)c12,9.259637310505756
244,CHEMBL3891595,0.55,nM,C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(Cl)c(Cl)c3)nn21,9.259637310505756
245,CHEMBL3901137,0.56,nM,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)cc2c(F)cccn2c1=O,9.2518119729938
246,CHEMBL3652664,0.56,nM,CC(C)(C)c1ccc2c(=O)n(-c3cccc(-n4cc(C(N)=O)c(Nc5ccc(F)cn5)n4)c3CO)ncc2c1,9.2518119729938
247,CHEMBL3652661,0.57,nM,CC(C)(C)c1cc(F)c2c(=O)n(-c3cccc(-n4cc(C(N)=O)c(Nc5ccc(C(F)(F)F)cn5)n4)c3CO)ncc2c1,9.244125144327509
248,CHEMBL4108437,0.57,nM,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3Cl)c12,9.244125144327509
249,CHEMBL3647972,0.58,nM,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)CCl)C1,9.236572006437063
250,CHEMBL4110993,0.58,nM,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3O)c12,9.236572006437063
251,CHEMBL3647967,0.58,nM,C=CC(=O)N[C@H]1CC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,9.236572006437063
252,CHEMBL4107779,0.58,nM,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3OC3CC3)c12,9.236572006437063
253,CHEMBL4106492,0.58,nM,CCc1ccnc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4c(Cl)cnc(N)c34)c(OC)c2)c1,9.236572006437063
254,CHEMBL4110307,0.59,nM,Cn1nc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)c(OC3CC3)c2)cc1C(F)(F)F,9.229147988357855
255,CHEMBL3959154,0.59,nM,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4cc(CCO)ccc4c23)cccc1-n1c(=O)cc2c(F)cccn2c1=O,9.229147988357855
256,CHEMBL4645440,0.6,nM,C=CS(=O)(=O)N[C@H]1CCCN(c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)C1,9.221848749616356
257,CHEMBL4290692,0.6,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCCN4CCOCC4)cc3)ncc2Cl)c1,9.221848749616356
258,CHEMBL3702849,0.6,nM,CC(C)(C)N1CCN(C(C)(C)/C=C(\C#N)C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4F)c4c(N)ncnc43)C2)CC1,9.221848749616356
259,CHEMBL4082411,0.6,nM,Cn1nnc([C@H]2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)C2)n1,9.221848749616356
260,CHEMBL3890663,0.6,nM,CC(C)(C)N1CCN(C(C)(C)/C=C(\C#N)C(=O)N2CCC[C@H](n3nc(-c4ccc(Oc5ccccc5)cc4F)c4c(N)ncnc43)C2)CC1,9.221848749616356
261,CHEMBL3941568,0.6,nM,CN(C1COC1)C(C)(C)/C=C(\C#N)C(=O)N1CCC[C@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1,9.221848749616356
262,CHEMBL4642642,0.6,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc4c(c3)COB4O)ncc2C(F)(F)F)c1,9.221848749616356
263,CHEMBL4862532,0.6,nM,Cc1nn(C(C)C)c(C)c1-c1nc2c(-c3ccc4c(c3)CCC[C@H]4NC(=O)c3nc(C(C)(C)C)no3)ccnc2[nH]1,9.221848749616356
264,CHEMBL4532368,0.6,nM,Nc1ncnc(NCC2CCN(C(=O)CCl)CC2)c1-c1ccc(Oc2ccccc2)cc1,9.221848749616356
265,CHEMBL4109830,0.6,nM,C=CC(=O)NC[C@H]1CCNc2c(C(N)=O)c(-c3ccc(Oc4ccccc4)cc3)nn21,9.221848749616356
266,CHEMBL3702839,0.6,nM,CN(C1COC1)C(C)(C)/C=C(\C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1,9.221848749616356
267,CHEMBL4114690,0.6,nM,N#C/C(=C\C1CC1)C(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21,9.221848749616356
268,CHEMBL3946439,0.62,nM,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)c2ccc(F)cc2n(C)c1=O,9.207608310501746
269,CHEMBL3959966,0.62,nM,CN(C)C/C=C/C(=O)N1CCCc2[nH]c3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn3c2C1,9.207608310501746
270,CHEMBL4216187,0.62,nM,C=CC(=O)N1CC[C@]2(C1)C[C@H](n1c(NC(=O)c3ccc(-c4cnco4)s3)nc3cc(NC)ccc31)C2,9.207608310501746
